PSM,NearestRoad,TrainStation,University,Airport,Departmentstore,Hospital,Subdistrict,District,TotalUnits,BuildingAge,CarPark,CCTV,Fitness,Library,Swimmingpool,Security,MiniMart,ElectricalSubStation
224084.04,Rama 4 Road,0.6,2.5,19.57,0.7,1.5,Khlong Tan,Khlong Toei,402,8,1,1,1,0,0,0,0,0
147731,Rama 4 Road,0.5,2.2,19.57,0.4,1.4,Khlong Tan,Khlong Toei,78,17,0,1,1,0,1,1,0,0
187321.05,Rama 4 Road,0.8,2.5,19.57,0.7,1.4,Khlong Tan,Khlong Toei,361,15,0,1,1,1,0,0,1,0
355633.33,Rama 4 Road,0.7,1,22.55,1,0.8,Thung Maha Mek,Sathon,196,12,1,1,1,0,0,1,0,0
165078.4,Rama 4 Road,0.3,1.2,22.55,1.2,1.8,Thung Maha Mek,Sathon,286,15,0,1,1,1,0,0,0,0
291339,Rama 4 Road,0.4,1.3,22.55,1.7,1.7,Thung Maha Mek,Sathon,183,1,0,1,1,0,0,0,0,0
199913.33,Rama 4 Road,0.5,1,22.55,1.2,1,Thung Maha Mek,Sathon,79,19,0,1,0,0,0,1,0,0
129537,Rama 4 Road,0.9,0.5,22.55,1.6,1.6,Thung Maha Mek,Sathon,169,21,0,1,0,0,0,1,0,0
90912.8,Rama 4 Road,0.5,2.2,19.57,0.7,1.7,Khlong Tan,Khlong Toei,228,30,1,1,1,0,0,1,0,0
99201.63,Rama 9 Road,0.7,1.6,16.8,2.8,0.3,Hua Mak,Bang Kapi,639,5,1,1,1,0,0,1,0,0
78793.29,Rama 9 Road,0.8,1.4,16.9,2.9,0.5,Hua Mak,Bang Kapi,923,12,0,1,1,0,1,1,1,0
100683.29,Rama 9 Road,1,1.4,16.8,3,0.6,Hua Mak,Bang Kapi,996,6,1,1,1,0,1,1,0,0
120167,Rama 9 Road,0.9,1.4,16.8,3,0.5,Hua Mak,Bang Kapi,570,4,0,1,1,1,1,1,0,0
60310,Rama 9 Road,0.9,0.7,16.5,1.41,1,Hua Mak,Bang Kapi,540,11,0,1,1,0,1,1,0,0
60566.5,Rama 9 Road,1.1,1.2,16.8,1.41,0.7,Hua Mak,Bang Kapi,1114,12,0,1,1,0,1,1,0,0
79964,Rama 9 Road,0.9,0.8,16.3,3,0.9,Hua Mak,Bang Kapi,536,3,0,1,1,0,0,0,0,0
66129,Rama 9 Road,3.17,3.55,16.33,3.93,3.08,Huai Khwang,Huai Khwang,217,15,0,0,1,0,0,1,1,0
56166.5,Rama 9 Road,3.29,2.4,18.41,2.39,2.2,Bang Kapi,Huai Khwang,325,26,0,1,0,0,0,1,0,0
55172,Rama 9 Road,3.29,2.4,18.41,2.39,2.2,Bang Kapi,Huai Khwang,474,19,0,1,0,0,0,1,0,0
72873.5,Rama 9 Road,3.6,4.51,17.73,3.88,1.64,Bang Kapi,Huai Khwang,655,6,1,1,1,1,1,1,0,0
100270,Rama 9 Road,4.49,4.62,16.74,4.43,1.87,Bang Kapi,Huai Khwang,410,1,0,1,1,0,0,0,0,0
53507.33,Rama 9 Road,3.29,2.4,18.41,2.39,2.2,Bang Kapi,Huai Khwang,900,18,0,1,0,0,0,1,0,0
63000,Rama 9 Road,4.74,1.61,25.09,2.5,4.8,Rat Burana,Rat Burana,1820,10,0,1,1,0,0,1,0,0
101716.75,Rama 9 Road,0.3,2.3,17.2,1.9,0.6,Suan Luang,Suan Luang,883,5,0,1,1,0,0,1,0,0
106906.25,Rama 9 Road,0.3,1.8,17,2.4,0.5,Suan Luang,Suan Luang,854,4,1,1,1,0,0,0,0,0
80315.17,Rama 9 Road,0.5,2.4,16.9,2,0.7,Suan Luang,Suan Luang,676,12,0,1,0,1,1,1,0,0
130000,Rama 9 Road,0.8,2.3,16.5,2.3,0.6,Suan Luang,Suan Luang,341,4,0,1,1,1,0,1,0,0
107114,Rama 9 Road,0.3,2.3,17,2.1,0.7,Suan Luang,Suan Luang,699,2,0,1,1,0,1,1,0,0
79154.5,Rama 9 Road,0.5,2.3,16.8,2.1,0.7,Suan Luang,Suan Luang,79,7,1,0,1,0,1,1,0,0
91915.67,Rama 9 Road,0.3,1.9,16.9,2.3,0.5,Suan Luang,Suan Luang,1003,6,1,1,1,0,0,0,0,0
69359.09,Rama 9 Road,0.4,1.7,17.2,2.4,0.7,Suan Luang,Suan Luang,1390,11,0,1,1,0,0,0,1,0
47981,Ramkhamhaeng Road,0.9,0.6,13.3,1.1,1.9,Hua Mak,Bang Kapi,486,12,0,1,1,0,1,1,0,0
42842.67,Ramkhamhaeng Road,4.45,2.45,13.28,4.33,3.94,Khlong Kum,Bueng Kum,658,11,1,1,1,0,1,1,0,0
55542.57,Ramkhamhaeng Road,4.71,2.13,13.48,3.25,2.85,Khlong Kum,Bueng Kum,703,7,0,1,1,0,1,1,0,0
61605.25,Ramkhamhaeng Road,4.27,1.89,14.16,2.61,1.79,Khlong Kum,Bueng Kum,1831,9,0,1,1,1,0,0,0,0
51359.25,Ramkhamhaeng Road,4.38,2.06,13.69,2.84,2.36,Khlong Kum,Bueng Kum,691,12,0,0,1,0,0,1,1,0
271327,Rangnam Road,2.8,3.82,17.4,3.22,1.45,Phaya Thai,Phaya Thai,86,9,1,0,0,0,0,0,0,0
217119.9,Rangnam Road,1.99,3.31,18.4,2.34,0.59,Thanon Phaya Thai,Ratchathewi,385,6,1,1,1,0,1,1,0,0
184799.67,Rangnam Road,1.72,2.86,18.35,2.14,0.43,Thanon Phaya Thai,Ratchathewi,366,5,1,1,1,0,0,1,0,0
179551.75,Rangnam Road,2,3.36,18.45,2.34,0.62,Thanon Phaya Thai,Ratchathewi,213,10,0,1,1,1,1,1,0,0
118470,Rangnam Road,1.82,3.27,18.71,2.13,0.52,Thanon Phaya Thai,Ratchathewi,306,15,1,1,1,0,0,1,0,0
295402,Rangnam Road,1.88,3.3,18.63,0.29,0.54,Thanon Phaya Thai,Ratchathewi,550,3,1,1,1,1,0,0,0,0
185835.4,Rangnam Road,1.99,3.49,18.78,2.26,0.77,Thung Phaya Thai,Ratchathewi,317,12,1,1,1,1,0,1,0,0
95460.5,Rangnam Road,1.94,2.97,18.09,2.38,0.69,Makkasan,Ratchathewi,326,14,0,1,1,0,1,1,0,0
246533,Rangnam Road,2.1,3.39,18.28,2.46,0.69,Thanon Phaya Thai,Ratchathewi,348,5,0,1,1,0,0,1,0,0
125223.62,Rangnam Road,1.49,2.82,18.69,1.88,0.1,Thanon Phaya Thai,Ratchathewi,258,7,0,1,1,0,1,1,0,0
148731.54,Rangnam Road,1.52,2.87,18.71,1.89,0.12,Thanon Phaya Thai,Ratchathewi,1435,2,1,1,1,1,0,0,0,0
163785.25,Rangnam Road,1.67,3.15,18.86,1.97,0.45,Thanon Phaya Thai,Ratchathewi,261,10,0,1,1,0,1,1,0,0
114839,Rangnam Road,2.09,3.21,18.06,2.5,0.73,Phaya Thai,Phaya Thai,79,11,1,0,1,0,1,0,0,0
78351.5,Ratchadamri Road,0.8,2.4,19.35,1.1,0.2,Bang Bamru,Bang Phlat,649,4,0,1,1,0,1,1,0,0
130000,Ratchadamri Road,0.5,1,19.72,1,0.5,Lumphini,Pathum Wan,79,16,0,1,1,0,1,1,0,0
177817.33,Ratchadamri Road,0.5,0.9,19.72,1,0.5,Lumphini,Pathum Wan,54,6,0,1,1,0,1,1,0,0
384220.25,Ratchadamri Road,0.5,0.9,19.72,0.9,0.4,Lumphini,Pathum Wan,266,12,1,1,1,0,1,1,0,0
218154,Ratchadamri Road,0.5,1,19.72,1,0.5,Lumphini,Pathum Wan,68,7,0,1,0,0,1,1,0,0
99908.75,Ratchadamri Road,0.8,1.2,19.72,1.2,1.9,Lumphini,Pathum Wan,220,16,1,1,1,0,0,1,0,0
101878.5,Ratchadamri Road,0.1,0.8,19.72,0.8,0.4,Lumphini,Pathum Wan,196,16,0,1,0,0,0,1,0,0
50806,Ratchadamri Road,0.1,0.5,19.72,0.7,0.4,Lumphini,Pathum Wan,360,29,0,1,0,0,1,1,0,0
138889,Ratchadamri Road,0.2,0.6,19.72,0.6,0.4,Lumphini,Pathum Wan,76,17,0,1,0,0,0,1,0,0
345421,Ratchadamri Road,0.1,0.5,19.72,0.8,0.4,Lumphini,Pathum Wan,53,14,0,1,0,0,1,1,0,0
81444.25,Ratchadamri Road,0.2,0.6,19.72,0.8,0.5,Lumphini,Pathum Wan,278,15,0,1,1,0,0,0,0,0
420299,Ratchadamri Road,0.5,1,19.72,1.1,0.6,Lumphini,Pathum Wan,187,9,0,1,0,1,0,0,0,0
159339.67,Ratchadaphisek Ram Inthra Road,3.59,2.97,16.95,3.72,3.34,Huai Khwang,Huai Khwang,802,7,1,1,1,0,0,1,0,0
148912.43,Ratchadaphisek Ram Inthra Road,2.54,1.83,18.06,2.78,2.63,Makkasan,Ratchathewi,2248,4,1,1,1,0,0,1,0,0
56250,Ratchadaphisek Ram Inthra Road,2.75,2.04,17.86,2.92,2.78,Chom Phon,Chatuchak,49,12,0,1,1,0,0,1,0,0
35890,Ratchadaphisek Ram Inthra Road,2.75,2.04,17.86,2.92,2.78,Chom Phon,Chatuchak,332,16,0,1,0,0,1,1,0,0
70370,Ratchadaphisek Ram Inthra Road,1.7,4.57,14.72,0.8,4.13,Ratchadaphisek,Din Daeng,441,13,0,1,1,0,1,1,0,0
75758,Ratchadaphisek Ram Inthra Road,1.7,4.57,14.72,0.8,4.13,Ratchadaphisek,Din Daeng,441,13,0,1,0,0,0,1,0,0
118353.71,Ratchadaphisek Ram Inthra Road,1.67,4.61,14.68,0.9,4.09,Ratchadaphisek,Din Daeng,535,7,0,1,1,0,1,0,0,0
223926.67,Ratchadaphisek Ram Inthra Road,2.62,1.92,17.97,2.85,2.68,Din Daeng,Din Daeng,599,4,1,1,1,0,0,1,0,0
210568.75,Ratchadaphisek Ram Inthra Road,2.46,1.88,18,2.92,2.48,Din Daeng,Din Daeng,325,3,1,1,1,0,0,0,1,0
80769,Ratchadaphisek Ram Inthra Road,2.75,2.04,17.86,2.92,2.78,Din Daeng,Din Daeng,439,15,0,1,1,0,1,1,0,0
76920.43,Ratchadaphisek Ram Inthra Road,2.33,1.94,17.97,3.07,2.25,Din Daeng,Din Daeng,2177,14,1,1,1,0,0,1,0,0
107267.67,Ratchadaphisek Ram Inthra Road,2.33,1.94,17.97,3.07,2.25,Din Daeng,Din Daeng,543,5,1,1,1,0,0,1,0,0
89589,Ratchadaphisek Ram Inthra Road,3.55,3.03,16.86,3.85,3.22,Din Daeng,Din Daeng,344,19,0,1,1,0,0,1,0,0
176684.29,Ratchadaphisek Ram Inthra Road,2.54,1.9,17.99,2.88,2.58,Din Daeng,Din Daeng,473,5,1,1,1,0,0,0,0,0
67476.86,Ratchadaphisek Ram Inthra Road,2.33,1.86,18.03,2.96,2.32,Din Daeng,Din Daeng,500,13,0,1,1,0,0,0,1,0
59700,Ratchadaphisek Ram Inthra Road,1.92,4.94,14.94,4.76,3.92,Ratchadaphisek,Din Daeng,292,17,0,1,0,0,0,1,0,0
70185,Ratchadaphisek Ram Inthra Road,1.6,4.67,14.63,0.82,4.17,Ratchadaphisek,Din Daeng,150,11,0,0,0,0,0,0,0,0
76819,Ratchadaphisek Ram Inthra Road,4.54,4.18,15.71,4.02,3.96,Din Daeng,Din Daeng,635,12,0,1,1,0,1,1,0,0
101636,Ratchadaphisek Ram Inthra Road,2.93,2.8,17.14,3.9,2.43,Din Daeng,Din Daeng,1025,4,0,1,1,0,0,1,1,0
134544.4,Ratchadaphisek Ram Inthra Road,3.15,2.72,17.16,3.65,2.84,Din Daeng,Din Daeng,335,6,1,1,1,0,0,0,0,0
51387.67,Ratchadaphisek Ram Inthra Road,4.69,4.06,15.95,4.63,2.65,Huai Khwang,Huai Khwang,1414,11,0,1,1,0,1,1,0,0
79592,Ratchadaphisek Ram Inthra Road,4.47,3.89,16.08,4.52,4.07,Huai Khwang,Huai Khwang,79,11,0,1,0,0,1,1,0,0
138422.83,Ratchadaphisek Ram Inthra Road,3.33,2.59,17.36,3.29,3.25,Huai Khwang,Huai Khwang,1991,9,1,1,1,0,0,0,0,0
94640.89,Ratchadaphisek Ram Inthra Road,2.24,4.72,15.2,4.34,3.47,Huai Khwang,Huai Khwang,483,15,1,1,1,0,1,1,0,0
175679.82,Ratchadaphisek Ram Inthra Road,3.04,2.16,17.8,2.86,3.12,Huai Khwang,Huai Khwang,1911,2,1,1,1,0,0,0,0,0
117844,Ratchadaphisek Ram Inthra Road,2.34,4.63,15.3,4.24,3.37,Huai Khwang,Huai Khwang,539,13,1,1,1,0,1,1,0,0
165738.38,Ratchadaphisek Ram Inthra Road,2.11,4.83,15.08,4.47,3.6,Huai Khwang,Huai Khwang,1404,3,1,1,1,1,0,0,0,0
106369.25,Ratchadaphisek Ram Inthra Road,1.79,4.54,14.76,4.78,3.9,Huai Khwang,Huai Khwang,837,11,1,1,1,0,1,1,0,0
60717.5,Ratchadaphisek Ram Inthra Road,4.83,4.16,15.9,4.69,2.62,Huai Khwang,Huai Khwang,875,10,1,1,1,0,1,1,0,0
73810,Ratchadaphisek Ram Inthra Road,3.03,4.33,15.8,4.79,2.63,Huai Khwang,Huai Khwang,597,13,1,1,1,0,0,1,0,0
159886.5,Ratchadaphisek Ram Inthra Road,3.45,2.85,17.06,3.62,3.22,Huai Khwang,Huai Khwang,289,11,1,1,1,0,1,1,0,0
93704,Ratchadaphisek Ram Inthra Road,2.3,4.67,15.26,4.28,3.41,Huai Khwang,Huai Khwang,398,13,1,1,1,0,1,1,1,0
150199.57,Ratchadaphisek Ram Inthra Road,3.52,2.89,17.03,3.63,3.31,Huai Khwang,Huai Khwang,755,6,1,1,1,0,0,0,0,0
143549.8,Ratchadaphisek Ram Inthra Road,2.83,2.01,17.91,2.82,2.92,Huai Khwang,Huai Khwang,433,9,1,1,1,0,1,1,0,0
147511.67,Ratchadaphisek Ram Inthra Road,2.28,4.74,15.21,4.28,3.39,Huai Khwang,Huai Khwang,341,1,0,1,1,0,0,1,0,0
85668.5,Ratchadaphisek Ram Inthra Road,3.73,2.49,17.95,2.65,2.67,Bang Kapi,Huai Khwang,1540,10,1,1,1,0,1,1,1,0
136617.42,Ratchadaphisek Ram Inthra Road,2.78,2,17.91,2.84,2.86,Huai Khwang,Huai Khwang,703,11,1,1,1,0,0,0,0,0
74083.5,Ratchadaphisek Ram Inthra Road,3.07,2.12,17.88,2.76,3.2,Huai Khwang,Huai Khwang,400,16,0,1,1,0,1,1,0,0
89544,Ratchadaphisek Ram Inthra Road,3.44,4.24,16.09,4.55,2.26,Huai Khwang,Huai Khwang,1337,4,0,1,1,0,0,0,0,0
63669.5,Ratchadaphisek Ram Inthra Road,3.5,2.18,18.27,2.32,3.88,Bang Kapi,Huai Khwang,630,14,0,1,1,0,1,1,0,0
103521.5,Ratchadaphisek Ram Inthra Road,3.07,4.28,15.85,4.74,2.58,Huai Khwang,Huai Khwang,1844,5,1,1,1,0,0,0,0,0
57593.25,Ratchadaphisek Ram Inthra Road,4.68,4.03,16,4.58,2.58,Huai Khwang,Huai Khwang,176,19,0,1,0,0,0,1,0,0
72776.5,Ratchadaphisek Ram Inthra Road,2.48,4.77,15.28,4.1,3.17,Huai Khwang,Huai Khwang,126,16,0,1,1,0,1,1,0,0
61916,Ratchadaphisek Ram Inthra Road,3.22,4.5,15.82,4.82,2.51,Samsen Nok,Huai Khwang,1324,18,0,1,1,0,0,0,1,0
171149.6,Ratchadaphisek Ram Inthra Road,2.87,1.96,18,2.69,3.02,Huai Khwang,Huai Khwang,1222,2,1,1,1,1,0,0,0,0
85192.67,Ratchadaphisek Ram Inthra Road,3.46,2.54,17.51,3.1,3.49,Huai Khwang,Huai Khwang,2330,15,1,1,1,0,0,0,1,0
87080.92,Ratchadaphisek Ram Inthra Road,3.63,2.46,17.85,2.73,3.85,Huai Khwang,Huai Khwang,1908,11,0,1,1,0,1,1,1,0
123627.2,Ratchadaphisek Ram Inthra Road,2.07,4.86,15.05,4.51,3.64,Huai Khwang,Huai Khwang,674,10,1,1,1,1,1,1,0,0
169569.33,Ratchadaphisek Ram Inthra Road,2.61,1.77,18.14,2.63,2.78,Bang Kapi,Huai Khwang,347,7,1,1,1,0,0,0,0,0
75610,Ratchadaphisek Ram Inthra Road,2.27,4.6,15.29,4.41,4.25,Ratchadaphisek,Din Daeng,203,14,0,1,0,0,0,1,0,0
96278.2,Ratchadaphisek Ram Inthra Road,2.83,1.94,18,2.7,2.97,Huai Khwang,Huai Khwang,663,11,1,1,1,0,1,1,0,0
142757.38,Ratchadaphisek Ram Inthra Road,4.61,3.78,16.4,4.19,2.07,Huai Khwang,Huai Khwang,1002,10,1,1,1,1,1,1,0,0
81215.33,Ratchadaphisek Ram Inthra Road,4.83,3.92,16.39,4.23,1.98,Huai Khwang,Huai Khwang,1092,7,0,1,1,1,0,0,0,0
123600,Ratchadaphisek Ram Inthra Road,2.07,4.86,15.05,4.51,3.64,Huai Khwang,Huai Khwang,674,8,0,1,1,1,1,1,0,0
171333.57,Ratchadaphisek Ram Inthra Road,2.54,1.75,18.15,2.66,2.7,Makkasan,Ratchathewi,315,7,0,1,1,0,0,1,0,0
140792.67,Ratchadaphisek Ram Inthra Road,2.55,1.79,18.1,2.71,2.68,Makkasan,Ratchathewi,385,9,1,1,1,0,0,1,1,0
144158.5,Ratchadaphisek Ram Inthra Road,2.45,1.73,18.15,2.71,2.58,Makkasan,Ratchathewi,1253,3,0,1,1,0,0,1,1,0
72782.75,Ratchadaphisek Ram Inthra Road,2.25,1.69,18.2,2.79,2.35,Makkasan,Ratchathewi,423,12,0,1,1,0,1,1,0,0
56333,Ratchadaphisek Road,1.87,1.98,12.22,2.39,3.12,Wong Sawang,Bang Sue,803,11,0,1,0,0,1,1,0,0
74419,Ratchadaphisek Road,1.6,2.72,13.76,2.43,4.22,Samsen Nok,Huai Khwang,79,12,0,0,1,0,1,1,0,0
75110.33,Ratchadaphisek Road,3.06,2.66,9.77,2.92,1.55,Lat Yao,Chatuchak,332,12,0,1,1,0,1,1,0,0
36047,Ratchadaphisek Road,1.94,2.94,11.05,2.56,2.04,Chan Kasem,Chatuchak,128,12,0,0,1,0,1,1,0,0
67821,Ratchadaphisek Road,1.32,4,14.32,1.64,4.21,Ratchadaphisek,Din Daeng,193,12,1,1,1,0,0,0,1,0
87178.29,Ratchadaphisek Road,3.17,3.55,16.33,3.93,3.08,Huai Khwang,Huai Khwang,691,12,0,1,1,0,1,1,1,0
73463.5,Ratchadaphisek Road,1.6,2.72,13.76,2.43,4.22,Samsen Nok,Huai Khwang,73,11,0,1,0,0,0,1,0,0
196438.5,Ratchadaphisek Road,1.69,1.26,20.37,1.02,2.42,Khlong Toei,Khlong Toei,165,20,1,1,1,0,1,1,0,0
58529,Ratchadaphisek Road,1.6,2.72,13.76,2.43,4.22,Samsen Nok,Huai Khwang,188,12,0,1,1,0,1,1,0,0
38750,Ratchadapisek Road,2.74,2.49,17.94,3.18,2.66,Din Daeng,Din Daeng,532,32,0,1,0,0,0,1,0,0
79323.6,Ratchadapisek Road,1.32,4,14.32,1.64,4.21,Ratchadaphisek,Din Daeng,327,11,0,1,1,0,1,1,0,0
59286,Ratchaphruek Road,0.33,1.05,26.79,3.97,4.09,Bang Kho,Chom Thong,364,9,0,1,1,0,0,0,1,0
94821.57,Ratchaphruek Road,0.1,0.8,27.7,0.3,1,Bukkhalo,Thon Buri,188,7,1,1,1,0,1,1,0,0
102616.5,Ratchaphruek Road,1.67,3.1,18.8,1.85,0.51,Thanon Phaya Thai,Ratchathewi,547,16,0,1,1,0,0,1,1,0
86057.5,Ratchaphruek Road,0.3,0.7,29,2.2,0.6,Pak Khlong Phasi Charoen,Phasi Charoen,672,7,1,1,1,0,0,0,1,0
80643,Ratchaphruek Road,0.2,0.6,29,2.3,0.6,Pak Khlong Phasi Charoen,Phasi Charoen,386,9,1,1,1,0,1,1,0,0
193103,Ratchaprarop Road,1.41,2.67,18.69,1.81,0.15,Thanon Phaya Thai,Ratchathewi,437,3,1,1,1,1,0,0,0,0
102222.5,Ratchaprarop Road,0.84,2.42,19.39,3.94,0.65,Thanon Phetchaburi,Ratchathewi,319,18,0,1,0,0,0,1,0,0
119040.25,Ratchaprarop Road,1.15,2.39,18.85,3.92,0.37,Makkasan,Ratchathewi,447,12,1,1,1,0,1,1,0,0
95506,Ratchawithi Road,0.4,0.8,17.7,0.4,1.4,Bang Ao,Bang Phlat,123,12,1,1,1,1,0,1,0,0
68286,Ratchawithi Road,0.2,1.9,16.4,1.2,0.3,Bang Ao,Bang Phlat,1036,2,0,0,0,1,1,1,0,0
113730,Ratchawithi Road,4.04,3.49,17.31,4.35,2.66,Thanon Nakhon Chai Si,Dusit,248,1,0,1,1,0,0,0,0,0
66620,Sai Mai Road,1.05,4.62,3.3,1.67,2.97,Sai Mai,Sai Mai,141,4,0,1,1,0,1,1,0,0
109290.33,Sangkhom Songkhro Road,1.13,2.92,14.14,0.42,4.78,Ratchadaphisek,Din Daeng,410,4,0,1,1,0,1,1,0,0
93663,Sangkhom Songkhro Road,1.02,2.68,14.04,0.79,4.69,Ratchadaphisek,Din Daeng,270,11,1,1,1,0,0,1,0,0
50266,Sangkhom Songkhro Road,1.88,2.03,13.74,1.45,4.57,Samsen Nok,Huai Khwang,485,16,0,1,1,0,1,1,1,0
37254.5,Sangkhom Songkhro Road,1.6,2.53,13.25,1.81,4.82,Samsen Nok,Huai Khwang,725,19,0,1,0,0,1,1,0,0
45249.5,Sangkhom Songkhro Road,1.55,2.76,13.03,1.97,4.61,Samsen Nok,Huai Khwang,261,17,0,1,0,0,0,1,0,0
32810.5,Sangkhom Songkhro Road,1.55,2.66,13.13,1.92,4.69,Samsen Nok,Huai Khwang,583,27,0,0,1,0,1,1,1,0
98362.5,Sangkhom Songkhro Road,0.91,2.68,13.91,0.93,4.76,Samsen Nok,Huai Khwang,520,15,0,1,1,0,0,1,0,0
72428,Sangkhom Songkhro Road,1.06,2.45,13.63,1.64,4.8,Samsen Nok,Huai Khwang,79,4,0,1,1,0,1,1,0,0
72857,Sangkhom Songkhro Road,1.4,2.53,13.31,2.25,4.77,Samsen Nok,Huai Khwang,78,5,1,1,1,0,1,1,0,0
48507,Sangkhom Songkhro Road,0.91,2.62,13.86,1.07,4.75,Samsen Nok,Huai Khwang,456,17,0,1,1,0,1,1,0,0
67522.5,Sangkhom Songkhro Road,2.01,2.74,13.01,1.68,4.83,Saphansong,Wang Thonglang,1020,15,0,1,1,1,0,0,0,0
60357,Sangkhom Songkhro Road,0.6,3,13.3,1.9,0.3,Lat Phrao,Lat Phrao,374,10,0,0,0,0,0,0,0,0
235407.75,Sathon Road,0.1,0.3,22.93,0.7,0.3,Silom,Bang Rak,192,8,1,1,1,0,1,1,0,0
108387,Sathon Road,0.3,0.4,22.93,0.5,0.3,Silom,Bang Rak,117,16,0,1,0,0,0,1,0,0
106667,Sathon Road,0.3,0.4,22.93,0.5,0.3,Silom,Bang Rak,129,22,0,1,0,0,0,1,0,0
138636,Sathon Road,0.2,0.3,22.93,0.6,0.4,Silom,Bang Rak,95,11,1,1,1,0,1,1,0,0
156953.89,Sathon Road,0.2,0.4,22.93,0.5,0.4,Silom,Bang Rak,319,9,1,1,1,0,1,1,0,0
281735.75,Sathon Road,3.15,4.03,22.93,2.67,4.16,Silom,Bang Rak,222,2,0,1,1,1,0,0,0,0
181322.83,Sathon Road,2.63,3.23,22.51,3.87,3.83,Thung Maha Mek,Sathon,370,15,0,1,1,1,0,1,0,0
160159.5,Sathon Road,2.71,3.31,22.59,3.93,3.91,Thung Maha Mek,Sathon,49,10,1,1,1,0,0,0,0,0
163897.33,Sathon Road,4.15,3,23.75,3.68,0.59,Yan Nawa,Sathon,910,9,1,1,1,0,0,1,0,0
69718,Sathon Road,0.6,1.5,22.55,1.3,0.8,Thung Maha Mek,Sathon,40,27,0,1,1,0,1,1,0,0
144104,Sathon Road,0.7,0.8,22.55,0.8,0.5,Thung Maha Mek,Sathon,180,8,0,1,1,0,0,0,1,0
126401.5,Sathon Road,0.2,0.4,22.55,1,0.8,Thung Maha Mek,Sathon,301,11,1,1,1,0,1,1,0,0
108328,Sathon Road,0.3,0.2,23.11,1.1,0.4,Yan Nawa,Sathon,177,21,0,1,1,0,0,1,0,0
103261,Sathon Road,0.2,0.2,23.11,1.1,0.4,Yan Nawa,Sathon,177,12,0,1,1,0,1,1,0,0
85714,Sathon Road,0.2,0.4,23.11,1,0.6,Yan Nawa,Sathon,64,11,1,1,1,0,0,1,0,0
145537.82,Sathon Road,0.2,0.2,23.11,1.1,0.6,Yan Nawa,Sathon,493,15,1,1,1,0,1,1,0,0
121697,Sathon Road,1,0.7,23.51,1.1,1.1,Thung Wat Don,Sathon,899,6,0,1,1,0,1,1,0,0
170186.44,Sathon Road,0.1,0.5,22.55,0.9,0.8,Thung Maha Mek,Sathon,361,9,1,1,1,0,0,0,0,0
101240,Sathon Road,0.2,0.3,22.55,0.9,0.6,Thung Maha Mek,Sathon,22,20,0,1,0,0,0,1,0,0
138238.5,Sathon Road,0.5,0.4,23.11,1.3,0.2,Yan Nawa,Sathon,364,10,1,1,1,0,1,1,0,0
111555.57,Sathon Road,0.5,0.4,23.11,1.2,0.2,Yan Nawa,Sathon,245,18,0,1,0,0,0,1,0,0
136662.33,Sathon Road,0.3,0.3,22.93,1,0.5,Silom,Bang Rak,286,14,0,1,1,0,1,1,0,0
106092.83,Sathon Road,0.4,0.4,22.93,1.1,0.3,Silom,Bang Rak,281,27,0,1,0,0,0,1,0,0
280846.29,Sathon Road,0.4,0.5,22.93,1.2,0.4,Silom,Bang Rak,231,1,0,1,1,0,0,1,0,0
139819.5,Sathon Road,0.1,0.3,22.93,0.7,0.5,Silom,Bang Rak,74,13,0,1,1,0,1,1,0,0
101040.8,Sathon Road,1.14,1.4,27,2.1,1.5,Wat Phraya Krai,Bang Kho Laem,711,6,0,1,1,0,1,1,0,0
70263,Sena Nikhom 1 Road,0.41,2,7.6,2,1.49,Anusawari,Bang Khen,444,7,1,1,1,0,0,1,0,0
53387.75,Sena Nikhom 1 Road,0.5,1.9,6.3,0.6,3,Anusawari,Bang Khen,1035,10,0,1,1,0,0,1,1,0
57308,Sena Nikhom 1 Road,0.8,2,6.7,0.8,1.49,Anusawari,Bang Khen,532,10,0,0,1,0,0,0,1,0
78333,Sena Nikhom 1 Road,4.34,3.99,8.7,4.42,1.06,Sena Nikhom,Chatuchak,249,5,0,1,1,1,1,1,0,0
98214,Sena Nikhom 1 Road,3.46,2.36,9.91,1.11,0.67,Chan Kasem,Chatuchak,1827,13,0,1,1,0,0,0,0,0
148083,Sena Nikhom 1 Road,3.65,3.51,9.72,4.95,0.49,Chan Kasem,Chatuchak,261,5,1,1,1,1,0,0,0,0
99655,Sena Nikhom 1 Road,4.35,3.16,8.91,4.2,0.34,Lat Yao,Chatuchak,768,10,1,1,0,1,0,1,0,0
158090.67,Sena Nikhom 1 Road,4.6,3.25,8.56,3.97,0.7,Sena Nikhom,Chatuchak,200,5,0,1,1,0,1,1,0,0
121605.88,Sena Nikhom 1 Road,0.1,3.33,6.7,2.47,2.56,Lat Yao,Chatuchak,900,5,1,1,1,1,0,0,0,0
70513,Sena Nikhom 1 Road,2.98,1.76,10.51,1.7,1.27,Chom Phon,Chatuchak,362,27,0,0,1,0,0,1,0,0
71209,Sena Nikhom 1 Road,4.31,3.97,8.73,4.43,1.02,Sena Nikhom,Chatuchak,216,7,1,1,1,1,0,0,0,0
60404,Sena Nikhom 1 Road,4.17,3.73,8.92,4.45,0.64,Sena Nikhom,Chatuchak,505,13,1,1,1,0,1,1,0,0
