PSM,NearestRoad,TrainStation,University,Airport,Departmentstore,Hospital,Subdistrict,District,TotalUnits,BuildingAge,CarPark,CCTV,Fitness,Library,Swimmingpool,Security,MiniMart,ElectricalSubStation
107143,Udom Suk Road (Sukhumvit 103),4.74,3.52,15.69,1.91,3.23,Bang Chak,Phra Khanong,79,9,0,0,1,0,1,0,0,0
67647,Udom Suk Road (Sukhumvit 103),0.36,2.9,15.28,2.49,3.86,Bang Chak,Phra Khanong,222,5,0,1,0,0,1,1,0,0
90741,Udom Suk Road (Sukhumvit 103),4.48,2.16,15.12,1.4,3,Bang Chak,Phra Khanong,425,3,0,1,1,0,0,1,0,0
125899.43,Udom Suk Road (Sukhumvit 103),4.97,3.34,15.33,2.04,3.46,Phra Khanong Tai,Phra Khanong,487,13,1,1,1,0,1,1,0,0
152586.25,Udom Suk Road (Sukhumvit 103),0.19,2.43,15.19,2.98,4.32,Bang Na Nuea,Bang Na,298,7,1,1,1,1,0,0,0,0
149608.5,Udom Suk Road (Sukhumvit 103),4.81,3.53,15.35,1.85,3.3,Bang Chak,Phra Khanong,778,4,1,1,1,1,0,0,0,0
176344.75,Udom Suk Road (Sukhumvit 103),0.1,3.29,15.26,2.09,3.52,Bang Chak,Phra Khanong,349,4,0,1,1,0,0,0,0,0
75862,Udom Suk Road (Sukhumvit 103),4.71,3.55,15.79,1.92,3.2,Phra Khanong Tai,Phra Khanong,168,9,1,1,1,0,1,1,0,0
85769.75,Udom Suk Road (Sukhumvit 103),0.33,3.15,15.51,2.27,3.6,Bang Chak,Phra Khanong,192,11,1,1,1,0,1,1,0,0
119149,Udom Suk Road (Sukhumvit 103),0.65,2.95,15.68,2.58,3.81,Phra Khanong Tai,Phra Khanong,439,5,0,1,1,0,1,1,0,0
52812,Udom Suk Road (Sukhumvit 103),4.42,2.21,14.99,1.37,2.97,Bang Chak,Phra Khanong,270,12,1,1,1,0,1,1,0,0
172838.64,Udom Suk Road (Sukhumvit 103),0.52,2.73,14.92,2.65,4.1,Bang Chak,Phra Khanong,664,5,0,1,1,1,0,0,0,0
82023,Udom Suk Road (Sukhumvit 103),0.4,3.12,15.56,2.32,3.62,Phra Khanong Tai,Phra Khanong,166,8,1,1,1,0,0,1,0,0
64108.5,Udom Suk Road (Sukhumvit 103),4.55,3.73,15.66,1.67,3.04,Phra Khanong Tai,Phra Khanong,197,11,0,1,1,0,1,1,0,0
67934,Udom Suk Road (Sukhumvit 103),0.46,2.79,15.23,2.6,3.96,Phra Khanong Tai,Phra Khanong,79,9,0,0,0,0,0,1,0,0
76793.38,Udom Suk Road (Sukhumvit 103),0.72,3.06,15.78,2.49,3.7,Phra Khanong Tai,Phra Khanong,1630,11,1,1,0,0,1,0,0,0
64884,Udom Suk Road (Sukhumvit 103),4.49,3.77,15.81,1.67,2.98,Phra Khanong Tai,Phra Khanong,79,10,1,1,1,0,1,1,0,0
64211.75,Udom Suk Road (Sukhumvit 103),0.69,3.12,15.8,2.44,3.65,Phra Khanong Tai,Phra Khanong,962,10,1,1,1,0,1,1,0,0
76187.17,Udom Suk Road (Sukhumvit 103),4.92,3.35,15.5,2.04,3.41,Bang Chak,Phra Khanong,262,13,1,1,1,1,0,1,0,0
112527,Udom Suk Road (Sukhumvit 103),0.46,3.23,14.84,2.22,3.74,Bang Chak,Phra Khanong,394,2,0,1,1,0,1,1,0,0
124780.5,Udom Suk Road (Sukhumvit 103),4.23,1.75,15.86,1.36,2.72,Bang Chak,Phra Khanong,438,5,1,1,1,0,0,0,0,0
91327,Udom Suk Road (Sukhumvit 103),4.69,3.56,15.97,2,3.19,Phra Khanong Tai,Phra Khanong,366,7,0,1,1,1,0,1,0,0
71429,Udom Suk Road (Sukhumvit 103),0.56,3.16,15.72,2.34,3.59,Phra Khanong Tai,Phra Khanong,105,11,1,1,1,0,1,1,0,0
102762.14,Udom Suk Road (Sukhumvit 103),0.35,3.1,15.5,2.32,3.64,Phra Khanong Tai,Phra Khanong,149,6,1,1,1,1,0,0,0,0
63768,Udom Suk Road (Sukhumvit 103),0.48,3.14,15.65,2.33,3.6,Phra Khanong Tai,Phra Khanong,122,14,0,1,1,0,0,1,0,0
96667,Udom Suk Road (Sukhumvit 103),0.43,2.81,15.19,2.57,3.96,Bang Chak,Phra Khanong,169,7,1,1,1,0,1,1,0,0
68429,Udom Suk Road (Sukhumvit 103),4.23,1.83,15.53,1.2,2.72,Bang Chak,Phra Khanong,218,13,0,1,1,0,1,1,0,0
57918.33,Udom Suk Road (Sukhumvit 103),4.76,2.51,14.73,1.7,3.31,Bang Chak,Phra Khanong,1245,5,0,1,1,0,1,1,0,0
44828,Udom Suk Road (Sukhumvit 103),1.64,3.56,13.78,2.72,4.33,Bang Chak,Phra Khanong,260,13,0,1,1,0,1,1,0,0
65476.33,Udom Suk Road (Sukhumvit 103),2.7,2.86,12.6,0.4,2.04,Bang Chak,Phra Khanong,328,3,0,1,1,0,1,1,0,0
79937.33,Udom Suk Road (Sukhumvit 103),0.41,3.17,15.59,2.28,3.58,Phra Khanong Tai,Phra Khanong,365,9,0,1,0,0,1,1,0,0
167645,Udom Suk Road (Sukhumvit 103),4.69,3.65,15.42,1.72,3.17,Bang Chak,Phra Khanong,168,2,0,1,1,1,0,0,0,0
192049.33,Udom Suk Road (Sukhumvit 103),0.51,2.72,14.95,2.66,4.09,Bang Chak,Phra Khanong,554,4,0,1,1,0,0,0,0,0
115710.75,Udom Suk Road (Sukhumvit 103),4.48,3.78,15.89,1.69,2.97,Phra Khanong Tai,Phra Khanong,116,8,1,1,1,1,1,1,0,0
64262,Udom Suk Road (Sukhumvit 103),1.7,2.37,13.6,3.6,2.32,Bang Chak,Phra Khanong,353,10,1,1,1,1,0,1,0,0
96729.25,Vibhavadi Rangsit Road,0.41,1.5,3.5,0.4,0.3,Anusawari,Bang Khen,490,7,0,1,1,0,0,0,0,0
82286,Vibhavadi Rangsit Road,0.1,0.4,5.3,0.2,2,Anusawari,Bang Khen,516,14,0,1,1,1,0,1,1,0
60606,Vibhavadi Rangsit Road,0.4,0.6,4.5,0.2,1.5,Anusawari,Bang Khen,274,10,1,1,1,0,1,1,0,0
87083,Vibhavadi Rangsit Road,0.1,0.9,4.1,0.2,1.1,Anusawari,Bang Khen,246,6,0,1,1,1,0,1,0,0
15152,Vibhavadi Rangsit Road,0.41,1.36,4.85,0.66,1.49,Anusawari,Bang Khen,1380,12,0,0,1,0,1,1,1,0
60000,Vibhavadi Rangsit Road,0.3,0.7,4.6,0.6,1.8,Anusawari,Bang Khen,1490,9,0,1,1,0,0,1,1,0
100163.25,Vibhavadi Rangsit Road,0.1,1.4,3.4,0.4,0.2,Anusawari,Bang Khen,820,4,0,1,1,1,0,1,0,0
105755.7,Vibhavadi Rangsit Road,0.5,0.7,4.4,0.2,1.4,Anusawari,Bang Khen,726,5,1,1,1,0,0,0,0,0
38462,Vibhavadi Rangsit Road,1.96,2.56,12.6,2.23,3.1,Chom Phon,Chatuchak,915,31,0,1,0,0,0,1,0,0
49635.5,Vibhavadi Rangsit Road,1.82,3.27,3.29,1.95,3.98,Sanambin,Don Mueang,706,12,1,1,0,0,0,1,0,0
62759.5,Vibhavadi Rangsit Road,1.18,2.78,4.48,3.05,4.38,Anusawari,Bang Khen,1269,16,0,1,1,0,1,1,0,0
57438.33,Vibhavadi Rangsit Road,0.2,0.8,4.2,2.1,2,Thung Song Hong,Lak Si,482,8,1,1,1,0,1,1,0,0
71431,Vibhavadi Rangsit Road,0.4,0.4,4.7,1.5,2.3,Talat Bang Khen,Lak Si,810,7,1,1,1,0,0,0,0,0
88636,Vibhavadi Rangsit Road,0.3,0.4,4.5,1.4,2.3,Talat Bang Khen,Lak Si,1123,5,0,1,1,0,1,1,0,0
85413.33,Wang Lang Road,4.77,2.57,22.19,2.19,0.52,Ban Chang Lo,Bangkok Noi,416,10,0,1,1,0,0,1,0,0
53329,Watcharaphon Road,3.9,13.2,19.9,13.1,3.5,Nawamin,Bueng Kum,378,7,1,1,1,1,0,1,0,0
80000,Watcharaphon Road,2.74,2.49,17.94,3.18,2.66,Din Daeng,Din Daeng,281,9,1,1,1,0,1,1,0,0
45161,Watcharaphon Road,1.32,4,14.32,1.64,4.21,Ratchadaphisek,Din Daeng,70,17,0,0,0,0,0,1,0,0
93129,Watcharaphon Road,2.74,2.49,17.94,3.18,2.66,Din Daeng,Din Daeng,560,5,1,1,1,1,0,1,0,0
64131.25,Watcharaphon Road,0.6,3.7,11.5,1.3,2.2,Lat Phrao,Lat Phrao,658,9,0,1,1,0,0,0,1,0
54258,Watcharaphon Road,0.47,0.48,2.2,4.32,1.88,Khlong Thanon,Sai Mai,826,5,0,1,1,0,1,1,0,0
74404.33,Watcharaphon Road,0.51,0.36,2.15,4.47,1.76,Khlong Thanon,Sai Mai,681,5,0,1,1,0,1,1,0,0
71739,Witthayu Road,3.81,3.64,28.34,2.63,3.7,Bang Mot,Chom Thong,377,5,0,1,1,0,1,1,0,0
268295.67,Witthayu Road,0.3,0.8,19.72,0.9,0.7,Lumphini,Pathum Wan,177,16,0,1,1,0,0,0,0,0
241625,Witthayu Road,0.9,1.5,19.72,1.4,1.1,Lumphini,Pathum Wan,78,14,0,1,1,0,1,1,0,0
235015.29,Witthayu Road,0.4,0.9,19.72,1.1,0.8,Lumphini,Pathum Wan,32,3,0,1,1,0,1,1,0,0
137556,Witthayu Road,0.4,0.8,19.72,0.9,0.7,Lumphini,Pathum Wan,104,26,1,1,1,0,1,1,0,0
180938.06,Witthayu Road,0.4,1.4,19.72,1.2,1.2,Lumphini,Pathum Wan,206,26,0,1,1,0,0,1,0,0
159753,Witthayu Road,0.6,1.7,19.72,0.9,1.5,Lumphini,Pathum Wan,37,14,0,1,1,0,1,1,0,0
199918.67,Witthayu Road,0.6,1.6,19.72,0.2,1.4,Lumphini,Pathum Wan,145,14,1,1,1,0,1,1,0,0
168779.33,Witthayu Road,0.4,0.8,19.72,0.9,0.7,Lumphini,Pathum Wan,262,23,0,1,0,0,1,1,0,0
281659.43,Witthayu Road,0.5,1,19.72,1.1,0.8,Lumphini,Pathum Wan,200,6,1,1,1,0,1,1,0,0
64687.5,Witthayu Road,0.6,0.4,19.72,1.2,0.91,Lumphini,Pathum Wan,247,21,1,1,1,0,0,1,0,0
342305.07,Witthayu Road,0.6,1.1,19.72,1.3,0.8,Lumphini,Pathum Wan,231,4,0,1,1,0,1,1,0,0
326849.5,Witthayu Road,0.8,1.3,19.72,1.2,0.8,Lumphini,Pathum Wan,59,6,0,1,1,0,1,1,0,0
168605,Witthayu Road,0.2,1.5,19.72,1.1,1.3,Lumphini,Pathum Wan,68,10,0,0,0,0,0,0,0,0
167797,Witthayu Road,0.8,1.6,19.72,1.1,1.4,Lumphini,Pathum Wan,26,16,1,1,1,0,1,1,0,0
136666.5,Witthayu Road,0.5,1.6,19.72,0.9,1.4,Lumphini,Pathum Wan,79,15,0,1,0,0,0,1,0,0
180000,Witthayu Road,0.7,1.7,19.72,0.9,1.5,Lumphini,Pathum Wan,129,31,0,1,0,0,1,1,0,0
131250,Witthayu Road,0.7,1.8,19.72,0.9,1.6,Lumphini,Pathum Wan,67,14,1,1,1,0,1,1,0,0
387282.31,Witthayu Road,0.7,1.2,19.72,1.3,0.9,Lumphini,Pathum Wan,166,3,0,1,1,0,0,1,0,0
146072.2,Witthayu Road,0.8,1.8,19.72,1,1.5,Lumphini,Pathum Wan,104,5,0,1,1,0,1,1,0,0
73333,Witthayu Road,1.15,1.44,20.82,2.52,2.55,Sam Sen Nai,Phaya Thai,861,19,1,1,1,0,1,1,0,0
61562.75,Witthayu Road,0.67,1.2,15.3,2.1,1.4,Suan Luang,Suan Luang,1482,12,0,1,1,0,0,0,1,0
56100,Wutthakat Road,0.69,3.64,14.6,1.3,1.43,Bang Khae,Bang Khae,1039,7,0,1,1,0,1,1,0,0
87190,Wutthakat Road,0.4,0.3,31.5,2.8,1.2,Bang Wa,Phasi Charoen,180,7,1,1,1,0,0,0,0,0
89763.33,Wutthakat Road,0.27,0.71,26.57,4.21,4.39,Bang Kho,Chom Thong,979,8,1,1,1,1,0,1,0,0
67110,Wutthakat Road,0.53,1.04,26.94,4.59,4.69,Bang Kho,Chom Thong,546,9,0,1,1,0,1,1,1,0
78605.33,Wutthakat Road,0.49,1.08,26.97,4.61,4.74,Bang Kho,Chom Thong,613,8,1,1,1,0,0,0,1,0
94259,Wutthakat Road,0.51,0.8,26.69,4.35,4.44,Bang Kho,Chom Thong,1161,3,0,1,1,1,0,0,0,0
83772.5,Wutthakat Road,0.11,0.93,26.74,4.37,4.6,Bang Kho,Chom Thong,1004,8,1,1,1,1,0,1,0,0
67000,Wutthakat Road,0.33,0.98,26.85,4.49,4.66,Bang Kho,Chom Thong,834,10,1,1,1,0,1,1,0,0
63967,Wutthakat Road,0.33,1.05,26.79,3.97,4.09,Bang Kho,Chom Thong,72,3,0,1,1,0,1,1,0,0
71143,Wutthakat Road,0.1,0.9,28.6,0.2,1.1,Dao Khanong,Thon Buri,275,13,0,1,1,0,1,1,0,0
126084.29,Wutthakat Road,0.2,0.8,28.6,0.1,1,Dao Khanong,Thon Buri,321,6,0,1,1,1,0,1,0,0
78022,Wutthakat Road,0.1,1,28.6,0.3,1.2,Dao Khanong,Thon Buri,799,10,0,1,1,0,1,1,0,0
74885.33,Wutthakat Road,0.1,1.8,26.79,1.2,1.1,Bang Kho,Chom Thong,441,9,1,1,1,0,0,1,0,0
66042.5,Wutthakat Road,0.3,1.4,28,0.8,1.4,Talat Phlu,Thon Buri,566,11,1,1,1,0,1,1,0,0
79443,Wutthakat Road,0.4,1.2,28,0.6,1.5,Talat Phlu,Thon Buri,937,4,0,1,1,0,0,1,1,0
125899.5,Wutthakat Road,0.3,1.1,28,0.5,1.3,Talat Phlu,Thon Buri,906,2,0,1,1,0,0,1,0,0
167575.6,Yaowarat Road,0.7,1.5,24.3,0.7,0.6,Bang Rak,Bang Rak,421,7,0,1,1,0,1,1,0,0
107717.25,Yaowarat Road,3.85,2.92,22.52,3.51,4.16,Khlong San,Khlong San,478,29,0,1,1,1,0,0,0,0
358800.56,Yaowarat Road,3.84,2.96,22.55,3.49,4.17,Khlong San,Khlong San,133,5,1,1,1,0,0,0,0,0
200000,Yaowarat Road,0.4,1.4,23.2,1.5,0.8,Maha Phrutharam,Bang Rak,190,2,1,1,1,0,0,0,0,1
171364.25,Yaowarat Road,0.4,1.2,21.9,1.4,0.9,Rong Muang,Pathum Wan,1339,8,0,1,1,0,0,1,0,0
